,0
xGA,0.500882710142349
MDGF%,-0.4974575232524977
LDCF,-0.4812066102153651
LDSA,0.45809618095327315
CA,-0.38267628319563435
LDSF,0.349354486644959
LDGA,0.3287356354601263
HDSH%,0.3063931319188052
FA,0.30183101669521845
HDGF,-0.2983790786560198
