,0
HDSH%,0.02565812659953907
LDSH%,0.023839899510884142
SF%,0.023752118756679375
CF%,0.023434715202095342
MDCF,0.023137618551398207
SF,0.02312981702239483
LDSF%,0.02272687114040366
xGA,0.02192607674633152
SH%,0.021479373674810027
MDGF%,0.02139193216295531
