,0
PDO,1.187711641716426
SH%,0.9777774814872565
LDCF,-0.8758847734929623
SV%,0.8132146055058486
LDSF,0.793833913417019
LDGF,0.6683035656494646
LDSV%,0.6486632914591343
LDCF%,-0.6135450852624501
LDSF%,0.5797218553218738
xGF%,0.5023680460365288
